"no_of_bug_owned","avg_resolution","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
1,0,21,44,2,3,10,1018,446,37,38,10,10,10,10.8562656641604,0.444444444444444,0.0512016718913271,2.31891199996948e-05,13
2,3.5,44,0,51,6,9,35073,12982,0,17,54,54,54,35.3333333333333,0.177498252969951,0.0491967871485944,0.0219535567051884,282
2,0,2,0,2,4,8,88,4,0,6,0,0,0,0,0,0.02,1.06655491576186e-08,322
389,2.6787,1228,0,0,1,9,107263,73561,0,3,70,70,70,84.5532709980078,0.171428571428571,0.0525751072961373,1,410
306,5.5817,1771,59,657,4,6,399063,486299,46,5,62,62,62,76.7117131910235,0.190375462718139,0.0522388059701493,0.602614682054814,411
11,0,1409,0,52,2,7,56951,24682,0,10,30,30,30,0,0.381609195402299,0.0485148514851485,0.0130770129249315,412
43,0.2558,154,0,15,3,10,65012,193140,0,8,44,44,44,0,0.319238900634249,0.0462264150943396,0.107666188840281,413
0,0,1206,2,54,3,7,153592,73809,2,28,56,56,56,19.8586687306502,0.250649350649351,0.0517970401691332,0.833190347255537,414
222,6.9231,404,0,67,3,6,47846,28765,0,1,26,26,26,0,0.406153846153846,0.0370650529500756,0.202092842111515,415
2,0,1201,19,170,3,10,276939,240464,18,24,116,116,116,52.205545029683,0.0686656671664168,0.0522388059701493,0.7843577721752,418
27,0,80,0,1,2,10,1596,556,0,22,42,42,42,0,0.35075493612079,0.0328638497652582,0.0771624501779253,425
67,0.0149,575,54,7,2,7,46392,31982,34,16,76,76,76,9.76240601503759,0.136842105263158,0.0509355509355509,0.0607511834221032,430
411,6.4939,1892,1,43,1,10,470329,362434,0,11,100,100,100,136.390819576376,0.0812121212121212,0.052972972972973,0.706098790351799,431
188,1.7234,819,168,149,2,9,87886,91772,156,15,60,60,60,73.1373975832596,0.192090395480226,0.0519618239660657,0.0214368324033181,432
71,0,207,0,0,1,8,9519,7642,0,27,66,66,66,46.3069786535304,0.165034965034965,0.0516877637130802,0.114619325146749,434
98,2.1237,461,105,26,5,10,82647,37035,81,23,72,72,72,57.1005494505495,0.160406885758998,0.0519618239660657,0.128014156400065,435
1,0,9,0,4,2,6,2308,348,0,20,30,30,30,0,0.418390804597701,0.0487077534791252,0.00352441225509856,439
74,6.0135,379,0,2,3,7,30326,15254,0,32,66,66,66,56.7547619047619,0.105361305361305,0.0515789473684211,0.0217834153902759,442
120,0.1417,551,3,14,1,10,96601,66204,3,7,56,56,56,21.8809523809524,0.223376623376623,0.0505675954592363,0.0332865237451347,443
5,3.4,12,4,22,3,8,77,41,4,14,40,40,40,8.02857142857143,0.141025641025641,0.0503597122302158,0.00119114099725834,445
13,32.3846,13,74,0,1,6,2796,664,53,35,30,30,30,6.74252940042414,0.308045977011494,0.0508826583592939,0.00151677777053382,446
