"no_of_bug_owned","avg_resolution","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
60,8.7667,662,90,1732,5,7,156305,154975,81,2,14,14,14,0,0.285714285714286,0.0294906166219839,1,198
0,0,4,0,27,3,7,72,44,0,7,8,8,8,2.66666666666667,0.428571428571429,0.0650887573964497,0.0106643639886575,330
1,998,77,0,56,13,8,163262,731,0,1,14,14,14,3,0.285714285714286,0.0658682634730539,0.671207477052837,670
20,3.9,130,1,214,4,7,10595,7210,1,6,14,14,14,0,0.285714285714286,0.0536585365853659,0.626962091370766,1404
4,0,22,75,58,3,8,1483,323,75,12,12,12,12,2,0.303030303030303,0.0705128205128205,0.0615347941777349,1714
34,2.7647,287,0,19,2,6,15606,19886,0,8,24,24,24,0,0.0942028985507246,0.064327485380117,0.652320285904253,2744
0,0,7,0,0,3,6,311,210,0,10,10,10,10,8,0.444444444444444,0.0718954248366013,0.0174964739536213,2745
0,0,0,0,0,2,7,0,0,0,9,0,0,0,0,0,0.0833333333333333,0.00424560482032036,3166
274,7.5146,0,0,0,13,0,0,0,0,5,0,0,0,0,0,0.0833333333333333,0.00424560482032036,378243
0,0,0,0,0,2,0,0,0,0,11,0,0,0,0,0,0.0833333333333333,0.00424560482032036,388687
0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0.0833333333333333,0.00424560482032036,432589
0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0.0833333333333333,0.00424560482032036,445339
