"no_of_review_by_the_author_got_merged","AVG_Merge_Time","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
81,0,662,90,1732,5,7,156305,154975,81,2,4,4,4,1,0,0.0245535714285714,0.998235780086843,198
0,0,4,0,27,3,7,72,44,0,7,0,0,0,0,0,0.0833333333333333,0.0030654847422483,330
0,0,77,0,56,13,8,163262,731,0,1,0,0,0,0,0,0.0833333333333333,0.0030654847422483,670
1,0,130,1,214,4,7,10595,7210,1,6,2,2,2,0,0,0.024390243902439,0.00613102105511778,1404
75,0,22,75,58,3,8,1483,323,75,12,2,2,2,0,0,0.0140127388535032,1,1714
0,0,287,0,19,2,6,15606,19886,0,8,0,0,0,0,0,0.0833333333333333,0.0030654847422483,2744
0,0,7,0,0,3,6,311,210,0,10,0,0,0,0,0,0.0833333333333333,0.0030654847422483,2745
0,0,0,0,0,2,7,0,0,0,9,0,0,0,0,0,0.0833333333333333,0.0030654847422483,3166
0,0,0,0,0,13,0,0,0,0,5,0,0,0,0,0,0.0833333333333333,0.0030654847422483,378243
0,0,0,0,0,2,0,0,0,0,11,0,0,0,0,0,0.0833333333333333,0.0030654847422483,388687
0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0.0833333333333333,0.0030654847422483,432589
0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0.0833333333333333,0.0030654847422483,445339
