"no_of_review_by_the_author_got_merged","AVG_Merge_Time","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
146,0,268,584,137,1,10,172026,61767,496,7,8,8,8,15,0.142857142857143,0.0321969696969697,0.531313055753202,1111
5,0,30,13,0,2,6,9780,1738,7,10,4,4,4,18,0.333333333333333,0.033203125,0.0738159656252238,1112
5,0,42,65,3,3,9,46469,8200,57,1,4,4,4,8,0.333333333333333,0.032015065913371,0.0984665670653245,1116
330,0,396,1342,96,4,9,177585,145975,1295,33,16,16,16,29,0.05,0.0333333333333333,1,1117
0,0,22,28,0,1,10,5095,500,26,27,0,0,0,0,0,0.0285714285714286,0.0252745771685872,1119
0,0,4,0,0,2,7,82,47,0,12,0,0,0,0,0,0.0285714285714286,0.0252745771685872,1880
0,0,14,13,15,1,9,4037,178,12,13,0,0,0,0,0,0.0285714285714286,0.0252745771685872,1881
0,0,2,0,17,3,9,42,15,0,9,0,0,0,0,0,0.0285714285714286,0.0252745771685872,1882
3,0,3,5,4,1,6,182,33,4,16,2,2,2,0,0,0.0275080906148867,0.323946815972088,1883
0,0,29,12,1,1,6,149538,127377,8,8,0,0,0,0,0,0.0285714285714286,0.0252745771685872,2118
0,0,2,0,1,2,9,40886,2,0,2,0,0,0,0,0,0.0285714285714286,0.0252745771685872,2119
0,0,5,0,1,3,7,1136,81,0,14,0,0,0,0,0,0.0285714285714286,0.0252745771685872,2120
9,0,38,41,0,1,8,16176,3220,41,19,4,4,4,0,0.333333333333333,0.03125,0.408963620725508,2122
0,0,1,2,0,1,6,222,144,0,26,0,0,0,0,0,0.0285714285714286,0.0252745771685872,2123
0,0,1,0,0,1,10,35,23,0,20,0,0,0,0,0,0.0285714285714286,0.0252745771685872,2379
0,0,3,0,0,1,10,556,71,0,22,0,0,0,0,0,0.0285714285714286,0.0252745771685872,2380
0,0,3,0,0,1,9,51,4,0,24,0,0,0,0,0,0.0285714285714286,0.0252745771685872,2381
0,0,1,0,0,1,8,99,77,0,23,0,0,0,0,0,0.0285714285714286,0.0252745771685872,2382
7,0,6,7,0,1,6,954,115,7,25,4,4,4,0,0.333333333333333,0.0313075506445672,0.434874922591791,2383
9,0,9,12,8,2,10,9415,1085,9,28,2,2,2,0,0,0.0284280936454849,0.263810829472989,2386
0,0,1,1,0,1,8,5173,0,1,30,0,0,0,0,0,0.0285714285714286,0.0252745771685872,2669
0,0,1,0,0,1,9,1,1,0,6,0,0,0,0,0,0.0285714285714286,0.0252745771685872,2702
0,0,3,13,0,1,6,549,403,13,4,0,0,0,0,0,0.0285714285714286,0.0252745771685872,2703
0,0,1,0,0,1,7,2,1,0,11,0,0,0,0,0,0.0285714285714286,0.0252745771685872,2901
3,0,2,4,0,1,7,616,11,4,18,2,2,2,0,0,0.0307971014492754,0.0377149627243003,2902
4,0,3,9,0,2,0,472,244,7,31,2,2,2,0,0,0.0258358662613982,0.444218788643522,64480
0,0,3,10,0,2,0,6663,1818,7,32,0,0,0,0,0,0.0285714285714286,0.0252745771685872,194322
0,0,1,1,3,2,0,2,1,1,34,0,0,0,0,0,0.0285714285714286,0.0252745771685872,363832
0,0,0,0,0,13,0,0,0,0,5,0,0,0,0,0,0.0285714285714286,0.0252745771685872,378243
0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0.0285714285714286,0.0252745771685872,379928
0,0,0,0,0,2,0,0,0,0,35,0,0,0,0,0,0.0285714285714286,0.0252745771685872,380037
0,0,0,1,0,1,0,0,0,0,17,0,0,0,0,0,0.0285714285714286,0.0252745771685872,380045
0,0,0,0,0,2,0,0,0,0,21,0,0,0,0,0,0.0285714285714286,0.0252745771685872,380052
0,0,0,0,1,3,0,0,0,0,29,0,0,0,0,0,0.0285714285714286,0.0252745771685872,380071
0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0.0285714285714286,0.0252745771685872,446863
