"no_of_review_by_the_author_got_merged","AVG_Merge_Time","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
0,0,55,0,68,7,8,12268,68537,0,20,0,0,0,0,0,0.032258064516129,0.00151481472649611,105
339,0,116,372,389,5,8,3511,46614,345,1,16,16,16,26,0.116666666666667,0.0357568533969011,0.433426179416451,276
0,0,0,0,7,2,7,0,0,0,6,0,0,0,0,0,0.032258064516129,0.00151481472649611,319
0,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,0.032258064516129,0.00151481472649611,410
0,0,382,0,259,4,6,31138,27534,0,4,0,0,0,0,0,0.032258064516129,0.00151481472649611,411
0,0,260,0,71,2,7,4523,3702,0,12,0,0,0,0,0,0.032258064516129,0.00151481472649611,412
0,0,130,0,51,2,7,59506,4308,0,13,0,0,0,0,0,0.032258064516129,0.00151481472649611,430
0,0,4,0,0,5,9,10,10,0,3,0,0,0,0,0,0.032258064516129,0.00151481472649611,610
5,0,53,9,94,5,7,4849,1153,5,9,2,2,2,0,0,0.0326441784548422,0.00302962949296228,677
0,0,254,0,131,3,6,47430,5584,0,5,0,0,0,0,0,0.032258064516129,0.00151481472649611,756
0,0,353,0,42,2,10,55163,31425,0,14,0,0,0,0,0,0.032258064516129,0.00151481472649611,765
0,0,17,0,32,4,10,35,35,0,21,0,0,0,0,0,0.032258064516129,0.00151481472649611,771
0,0,777,0,232,5,7,350705,88210,0,18,0,0,0,0,0,0.032258064516129,0.00151481472649611,773
39,0,68,41,61,3,9,1365,722,39,10,6,6,6,24,0.4,0.0357568533969011,0.0089982537206841,804
0,0,0,0,8,4,9,0,0,0,11,0,0,0,0,0,0.032258064516129,0.00151481472649611,813
143,0,49,156,177,7,7,5374,2387,143,30,12,12,12,8,0.212121212121212,0.0350058343057176,0.980075412075471,817
70,0,18,107,43,2,8,2007,161,70,7,8,8,8,8,0.357142857142857,0.0307062436028659,0.149406889283336,826
2,0,1,2,0,3,10,70,39,2,26,2,2,2,0,0,0.0326441784548422,0.0030296337656308,889
1,0,1,6,1,4,8,17,16,1,28,2,2,2,0,0,0.0338218714768884,0.00176999251980969,906
233,0,43,251,7,2,7,14864,6192,233,25,8,8,8,0,0.357142857142857,0.0279589934762349,1,911
0,0,48,0,40,3,8,11092,5971,0,17,0,0,0,0,0,0.032258064516129,0.00151481472649611,1058
0,0,28,0,13,3,6,11901,6926,0,22,0,0,0,0,0,0.032258064516129,0.00151481472649611,1060
0,0,0,0,12,3,6,0,0,0,19,0,0,0,0,0,0.032258064516129,0.00151481472649611,1342
0,0,1,0,22,1,8,8,8,0,23,0,0,0,0,0,0.032258064516129,0.00151481472649611,1696
58,0,13,70,24,2,8,7241,3326,58,15,6,6,6,0,0.4,0.0347624565469293,0.154640026960122,2334
0,0,0,0,0,13,0,0,0,0,8,0,0,0,0,0,0.032258064516129,0.00151481472649611,378243
0,0,0,0,0,2,0,0,0,0,29,0,0,0,0,0,0.032258064516129,0.00151481472649611,388687
4,0,0,4,4,2,0,0,0,4,31,2,2,2,0,0,0.0294985250737463,0.0141188423701655,412979
0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0.032258064516129,0.00151481472649611,433146
0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0.032258064516129,0.00151481472649611,446775
0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0.032258064516129,0.00151481472649611,450596
