"no_of_review_by_the_author_got_merged","AVG_Merge_Time","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
0,0,692,0,212,4,9,321978,116166,0,37,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,21
2,0,715,5,524,2,10,43318,20204,2,44,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,22
16,0,650,30,502,3,6,201396,90958,16,9,6,6,6,64.6666666666667,0,0.0121683841262881,2.67471506710798e-05,23
370,0,1775,409,4096,6,6,357375,265076,370,13,30,30,30,338.333333333333,0.114942528735632,0.0123759616456684,0.121201644717496,24
0,0,998,0,469,1,7,190705,142489,0,28,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,25
0,0,28,0,6,1,10,5047,2221,0,25,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,26
0,0,50,0,52,1,7,60269,16131,0,26,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,27
1,0,84,1,24,3,7,10459,4753,1,84,2,2,2,0,0,0.0115468636221783,1.65620958084768e-05,28
23,0,1588,23,251,1,10,193154,96711,23,43,10,10,10,193.333333333333,0.0444444444444444,0.0122706168472253,0.000426353077114224,29
1027,0,3071,1153,831,2,9,417079,235028,1027,24,42,42,42,112.666666666667,0.0766550522648084,0.0122638382499171,1,32
0,0,212,0,413,2,10,14825,5319,0,40,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,33
0,0,0,0,0,7,9,0,0,0,8,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,273
0,0,663,0,64,2,7,127237,60759,0,10,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,412
0,0,225,0,47,2,7,48767,31556,0,19,0,0,0,0,0,0.00892857142857143,2.86895949794556e-08,430
4,0,189,5,75,1,10,36761,12056,4,45,2,2,2,0,0,0.0120678408349641,3.93858614745114e-08,493
13,0,17,18,165,1,6,6202,3618,13,2,8,8,8,37.3333333333333,0.285714285714286,0.0122855561704483,0.0048933462896265,494
93,0,33,111,17,1,7,4455,4949,93,6,12,12,12,63.6,0.303030303030303,0.0123210123210123,0.25364057603375,614
