"no_of_review_by_the_author_got_merged","AVG_Merge_Time","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
0,0,8,0,62,3,6,145,330,0,1,0,0,0,0,0,0.027027027027027,0.337184622359872,286
0,0,171,0,357,2,9,46149,23168,0,2,0,0,0,0,0,0.027027027027027,0.337184622359872,432
0,0,0,0,2,7,8,0,0,0,6,0,0,0,0,0,0.027027027027027,0.337184622359872,1351
149,0,562,195,67,3,8,788256,454749,149,17,6,6,6,2,0.133333333333333,0.0278207109737249,1,1385
0,0,0,0,8,6,6,0,0,0,7,0,0,0,0,0,0.027027027027027,0.337184622359872,1860
127,0,139,162,0,2,7,295969,63293,127,35,4,4,4,0,0.333333333333333,0.0276923076923077,0.856456572441663,2301
0,0,2,0,6,2,9,126,6,0,26,0,0,0,0,0,0.027027027027027,0.337184622359872,2302
6,0,77,13,0,2,6,30315,10538,6,33,4,4,4,2,0.333333333333333,0.0278207109737249,0.440081694748839,2303
0,0,1,0,0,1,7,2,8,0,18,0,0,0,0,0,0.027027027027027,0.337184622359872,2304
1,0,2,1,3,3,8,29,881,1,4,2,2,2,0,0,0.0277349768875193,0.183694943109292,2307
0,0,0,0,4,3,0,0,0,0,13,0,0,0,0,0,0.027027027027027,0.337184622359872,378227
0,0,0,0,0,13,0,0,0,0,21,0,0,0,0,0,0.027027027027027,0.337184622359872,378243
0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0,0.027027027027027,0.337184622359872,381522
0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0.027027027027027,0.337184622359872,381759
0,0,0,0,45,1,0,0,0,0,8,0,0,0,0,0,0.027027027027027,0.337184622359872,381779
0,0,0,0,53,2,0,0,0,0,9,0,0,0,0,0,0.027027027027027,0.337184622359872,381787
0,0,0,0,3,2,0,0,0,0,10,0,0,0,0,0,0.027027027027027,0.337184622359872,381788
0,0,0,0,77,3,0,0,0,0,11,0,0,0,0,0,0.027027027027027,0.337184622359872,381801
0,0,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0.027027027027027,0.337184622359872,381808
0,0,0,0,89,2,0,0,0,0,15,0,0,0,0,0,0.027027027027027,0.337184622359872,381874
0,0,0,0,13,1,0,0,0,0,16,0,0,0,0,0,0.027027027027027,0.337184622359872,381916
0,0,0,0,2,1,0,0,0,0,20,0,0,0,0,0,0.027027027027027,0.337184622359872,382457
0,0,0,0,0,2,0,0,0,0,22,0,0,0,0,0,0.027027027027027,0.337184622359872,382478
0,0,0,0,0,1,0,0,0,0,24,0,0,0,0,0,0.027027027027027,0.337184622359872,384564
0,0,0,0,0,2,0,0,0,0,25,0,0,0,0,0,0.027027027027027,0.337184622359872,385477
0,0,0,0,0,1,0,0,0,0,27,0,0,0,0,0,0.027027027027027,0.337184622359872,386377
0,0,0,0,3,2,0,0,0,0,29,0,0,0,0,0,0.027027027027027,0.337184622359872,387138
0,0,0,0,0,1,0,0,0,0,32,0,0,0,0,0,0.027027027027027,0.337184622359872,387239
0,0,0,0,0,1,0,0,0,0,34,0,0,0,0,0,0.027027027027027,0.337184622359872,395807
0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0.027027027027027,0.337184622359872,413694
0,0,0,0,0,1,0,0,0,0,37,0,0,0,0,0,0.027027027027027,0.337184622359872,413716
0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0.027027027027027,0.337184622359872,444342
0,0,0,0,0,1,0,0,0,0,19,0,0,0,0,0,0.027027027027027,0.337184622359872,444362
0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0.027027027027027,0.337184622359872,445332
0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0.027027027027027,0.337184622359872,445335
0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0.027027027027027,0.337184622359872,447349
0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0.027027027027027,0.337184622359872,447663
