"upeople_id","X16scmChanges","X20scmChanges","X25scmChanges","X224scmChanges","X380scmChanges","X260scrChanges","X262scrChanges","X266scrChanges","X386scrChanges","X412scrChanges","X1mslChanges","X2mslChanges","X3mslChanges","X4mslChanges","X5mslChanges","X6mslChanges","X7mslChanges","X8mslChanges","X9mslChanges","X10mslChanges","X11mslChanges","X12mslChanges","X13mslChanges","X14mslChanges","X15mslChanges","X16mslChanges","X17mslChanges","X18mslChanges","X19mslChanges","X20mslChanges","X21mslChanges","number_of_domain","country","X16linesadded","X16linesremoved","X20linesadded","X20linesremoved","X25linesadded","X25linesremoved","X224linesadded","X224linesremoved","X380linesadded","X380linesremoved","X260ReviewGotMerged","X262ReviewGotMerged","X266ReviewGotMerged","X386ReviewGotMerged","X412ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality"
252,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,6,0,0,6,0,4,7,0,0,6375,1882,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
253,0,297,0,0,0,0,0,0,0,0,0,3,0,1,0,6,0,4,0,0,0,0,0,0,0,12,2,0,0,2,0,2,7,0,0,56232,21741,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
254,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
257,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,136,13,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
258,0,2,0,0,20,0,0,0,20,5,0,0,0,0,0,0,3,3,0,0,0,2,0,0,0,3,0,0,0,0,5,2,9,0,0,443,124,0,0,0,0,5320,521,0,0,0,20,5,13,82,82,82,6.0048903831573,0.136103583258055,0.00818162115301257,0.000447580451338484
259,0,3,0,0,0,0,0,0,2,7,0,0,0,11,0,3,10,4,0,0,0,0,0,0,0,0,0,1,0,0,0,7,9,0,0,114,15,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
261,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,295,15,0,0,126,22,0,0,0,1,0,0,0,3,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
262,0,13,0,0,916,0,0,0,181,0,0,35,0,0,0,0,3,4,3,0,0,0,2,0,0,15,0,2,0,0,0,6,8,0,0,3226,225,0,0,0,0,116821,32226,0,0,0,103,0,6,360,360,360,44.5536357442193,0.00795419374806561,0.00818428184281843,0.0329866818571924
266,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,198,1,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
268,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,2,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
269,0,110,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,7,0,0,14231,2962,0,0,0,0,62,31,0,0,0,0,4,115,44,44,44,3.93307273205171,0.192389006342495,0.00817984832069339,3.22544621676319e-05
272,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,0,0,21,3,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
273,0,1,0,0,7,0,0,0,0,0,0,4,0,3,0,1,11,135,20,5,0,1,0,7,0,746,0,0,0,1,16,7,9,0,0,12,0,0,0,0,0,59,13,0,0,0,0,0,17,14,14,14,0,0.351648351648352,0.00816922743994806,1.35797343616535e-06
274,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,882,51,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
276,0,5,0,0,0,0,0,0,5,24,0,0,0,0,0,0,389,12,9,0,0,0,0,0,0,14,0,11,0,1,161,5,8,0,0,149,63,0,0,0,0,0,0,0,0,0,3,11,1,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
278,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,64,2,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
282,0,1,0,0,0,0,0,0,0,0,0,13,0,1,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,54,3,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
285,0,10,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,729,33,0,0,19,6,6,1,0,0,0,0,0,102,26,26,26,7.79033389944489,0.221538461538462,0.00818117787289375,7.25490612878959e-06
286,0,3,0,0,14,0,0,0,44,20,0,0,0,19,0,0,15,8,0,12,0,0,0,16,0,36,0,0,0,0,36,3,6,0,0,155,55,0,0,0,0,11370,11194,0,0,0,24,3,7,26,26,26,0,0.190769230769231,0.00816966942595899,5.54050785212454e-05
287,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,59,1,0,0,0,0,0,0,0,0,0,0,8,137,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
288,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,2582,348,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
289,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,16,0,0,0,0,0,24,2,0,0,0,0,0,127,24,24,24,27.6938624338624,0.202898550724638,0.00816657652785289,5.78947464214397e-06
291,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,24,10,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
292,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,43,6,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
319,0,0,5,0,5979,0,0,0,0,0,0,162,0,24,0,5,7,97,26,9,1,0,0,3,7,475,0,0,0,0,0,2,7,0,0,0,0,39053,5,0,0,997973,376398,0,0,0,0,0,16,358,358,358,31.0172564551445,0.00832511775659985,0.00818117787289375,1
320,0,0,1,0,186,0,0,0,0,0,0,5,0,0,0,0,1,0,2,0,0,0,0,0,0,11,0,0,0,0,0,3,7,0,0,0,0,1,1,0,0,16557,6198,0,0,0,0,0,95,214,214,214,63.9234025356216,0.0216752226756176,0.00818428184281843,0.0288086266620143
322,0,0,13,0,682,0,0,0,158,0,0,58,0,0,0,0,1,3,0,0,0,0,0,0,0,70,0,0,0,0,0,4,8,0,0,0,0,59,42,0,0,41904,21287,0,0,0,118,0,15,238,238,238,51.3110188429752,0.0189341559408574,0.00818206448117042,0.0997887772074147
393,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
415,0,0,0,0,24,0,0,0,82,0,0,3,0,0,0,0,1,2,4,0,0,0,0,0,0,82,0,0,186,0,0,3,6,0,0,0,0,0,0,0,0,2473,1022,0,0,0,38,0,2,138,138,138,8.27655493246945,0.0391410134348884,0.00818206448117042,0.000444911756313429
443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,12,0,0,0,0,18,0,126,0,204,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
587,0,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0,2,0,35,0,0,0,5,8,0,0,0,0,0,0,0,0,7,3,0,0,0,8,0,8,10,10,10,0,0.266666666666667,0.00817099567099567,7.22852127644601e-07
610,0,0,0,587,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,40336,30960,0,0,0,26,0,0,0,10,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,1,8,0,28,0,0,0,0,109,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
668,0,0,0,0,1820,0,0,0,0,0,0,294,3,4,0,3,0,70,5,0,0,6,0,0,0,167,0,0,0,0,1,4,9,0,0,0,0,0,0,0,0,685049,455744,0,0,0,0,0,50,106,106,106,0,0.0955974842767296,0.00814147840621125,0.484636654374641
671,0,0,0,206,0,0,14,0,0,0,0,0,4,0,0,0,1,45,5,225,0,0,14,0,0,98,0,0,0,0,1,3,6,0,0,0,0,0,0,7568,4099,0,0,0,14,0,0,0,5,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
756,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,131,22,4,0,0,6,0,3,9,27,0,0,1,0,71,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,10,0,0,0,0,0,1,2,60,0,0,0,0,132,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
829,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,220,81,0,0,0,0,0,61,60,60,60,25.1631436386334,0.170621468926554,0.00818383827434827,5.34238271313637e-05
906,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
911,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
916,0,0,0,0,6,0,0,0,14,3,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,507,108,0,0,0,2,0,146,64,64,64,10.4375,0.156746031746032,0.00817719051229286,0.00145543795933113
1448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,6,0,0,2,74,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
1460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
1463,0,0,0,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,9,0,0,0,0,0,0,1971,907,0,0,0,1,0,0,0,107,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
1587,0,0,0,9,56,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,774,263,12338,2447,0,0,0,1,0,19,192,192,192,38.6584038126985,0.0208333333333333,0.00818428184281843,0.000280118688601346
1781,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,11278,3551,0,0,0,0,0,93,80,80,80,2.7008496002361,0.0493670886075949,0.00818029145674197,5.90151308909356e-05
1951,0,0,0,0,3571,0,0,0,0,0,0,344,1,6,0,13,0,48,8,0,0,1,0,0,3,130,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,336389,139148,0,0,0,0,0,34,206,206,206,2.85758673890749,0.025195358749704,0.00817409191793428,0.863922330877547
1979,0,0,0,0,325,0,0,0,11,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,67050,20448,0,0,0,10,0,59,194,194,194,17.9658352200004,0.0275626302013781,0.00818250785737509,0.0774368931639679
1990,0,0,0,0,146,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,22728,3486,0,0,0,6,0,133,244,244,244,40.7209247131837,0.0161910544424206,0.00818206448117042,0.00110041609259375
2126,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,1,1,0,0,0,0,0,0,3,7,0,0,0,0,0,0,13,16,0,0,0,0,0,0,0,35,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
2129,0,0,0,624,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,6,0,0,1,0,0,0,0,0,4,10,0,0,0,0,0,0,56668,42415,0,0,0,0,0,0,0,43,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
2205,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,177,59,0,0,0,2,0,149,20,20,20,2.62606837606838,0.221052631578947,0.00817276466767699,1.10962945227804e-05
2394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
3014,0,0,0,0,902,0,0,0,0,0,0,13,0,1,0,2,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,279673,79083,0,0,0,0,0,25,98,98,98,0,0.0980433410477593,0.00817188007360104,0.362379417076966
3017,0,0,0,0,1324,0,0,0,0,0,0,14,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,74729,47556,0,0,0,0,0,37,192,192,192,0,0.0275959860383944,0.00817586225567167,0.307684930125219
3025,0,0,0,0,1083,0,0,0,19,0,0,37,0,0,0,0,1,18,7,0,0,0,0,0,0,8,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,181025,44259,0,0,0,9,0,101,374,374,374,32.5139159940534,0.00725437628134364,0.00818295128163442,0.0882807434262767
3038,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,2852,904,0,0,0,0,0,136,142,142,142,32.2530963059055,0.0385575866546798,0.00818206448117042,0.000245552031508174
3045,0,0,0,0,82,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,8024,1599,0,0,0,4,0,114,230,230,230,38.5197545291031,0.0159483576988798,0.00818339475395621,0.00117028472621161
3055,0,0,0,0,2,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,102,48,0,0,0,2,0,152,44,44,44,7.16064318345171,0.221987315010571,0.00818162115301257,5.65891350808276e-05
3057,0,0,1,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,2063,0,0,0,3738,283,0,0,0,0,0,140,78,78,78,1.66586452762923,0.11988011988012,0.0081754195993503,0.000799176459740989
3107,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
3261,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,895,29,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
3262,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,4,6,0,0,480,302,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
3263,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,205,3,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
3270,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,208,24,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
378243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
379589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,2,0,4,2,6,0,0,2,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
379597,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
379607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
379634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
379637,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,41,0,39,0,0,0,0,0,0,0,0,0,0,0,1,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
379642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
379706,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
379862,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,4,9,0,0,0,0,0,3,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
379870,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
379890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
380112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
380479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
380708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
380730,0,0,0,0,0,0,0,0,0,0,0,21,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
380968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
381323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
382818,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09
